,gene_id,Gene names,type
7374,ENSMUSG00000049323,Smcr8,cytoplasm
7375,ENSMUSG00000049339,Retreg2 Fam134a,integral membrane
7376,ENSMUSG00000049353,Rd3,nucleus
7377,ENSMUSG00000049354,Dcaf7 Han11 Wdr68,nucleus
7378,ENSMUSG00000049382,Krt8 Krt2-8,cytoplasm
7379,ENSMUSG00000049401,Ogfr,nucleus
7380,ENSMUSG00000049410,Znf683 Gm13060 Zfp683,nucleus
7381,ENSMUSG00000049411,Tmem241,integral membrane
7382,ENSMUSG00000049420,Tmem200a Kiaa1913,integral membrane
7383,ENSMUSG00000049421,Znf260 Zfp260,nucleus
7384,ENSMUSG00000049439,Cyp20a1,integral membrane
7385,ENSMUSG00000049470,Aff4 Alf4,nucleus
7386,ENSMUSG00000049489,Ccnq Fam58a Fam58b,nucleus
7387,ENSMUSG00000049491,Slc36a3 Pat3 Tramd2,integral membrane
7388,ENSMUSG00000049493,Pls1,cytoplasm
7389,ENSMUSG00000049502,Dtx3l Bbap,nucleus
7390,ENSMUSG00000049511,Htr1b 5ht1b,cytoplasm
7391,ENSMUSG00000049515,Espnl Gm556,cytoplasm
7392,ENSMUSG00000049526,Tmem202,integral membrane
7393,ENSMUSG00000049532,Sall2 Sal2,nucleus
7394,ENSMUSG00000049536,Tceal1,nucleus
7395,ENSMUSG00000049537,Tecrl Srd5a2l2,integral membrane
7396,ENSMUSG00000049539,H1-1 H1a H1f1 Hist1h1a,nucleus
7397,ENSMUSG00000049550,Clip1 Kiaa4046 Rsn,nucleus
7398,ENSMUSG00000049551,Fzd9 Fzd3,integral membrane
7399,ENSMUSG00000049553,Polr1a Rpa1 Rpo1-4,nucleus
7400,ENSMUSG00000049555,Tmie,integral membrane
7401,ENSMUSG00000049556,Lingo1 Lern1 Lrrn6a,integral membrane
7402,ENSMUSG00000049577,Zfpm1 Fog Fog1,nucleus
7403,ENSMUSG00000049583,Grm5 Gprc1e Mglur5,cytoplasm
7404,ENSMUSG00000049588,Ccdc69 D11Ertd461e,nucleus
7405,ENSMUSG00000049598,Vsig8,integral membrane
7406,ENSMUSG00000049620,Prss33,cytoplasm
7407,ENSMUSG00000049624,Slc17a5,integral membrane
7408,ENSMUSG00000049641,Vgll2 Vgl2 Vito1,nucleus
7409,ENSMUSG00000049649,Gpr3 Gpcr3,integral membrane
7410,ENSMUSG00000049657,Zbtb5 Kiaa0354,nucleus
7411,ENSMUSG00000049658,Bdp1 Kiaa1241 Tfnr,nucleus
7412,ENSMUSG00000049670,Morn4,cytoplasm
7413,ENSMUSG00000049672,Zbtb14 Zfp-5 Zfp161 Zfp5,nucleus
7414,ENSMUSG00000049680,Urgcp Urg4,nucleus
7415,ENSMUSG00000049691,Nkx3-2 Bapx1 Nkx-3.2 Nkx3b,nucleus
7416,ENSMUSG00000049692,Tmem239,integral membrane
7417,ENSMUSG00000049709,Nlrp10 Nalp10 Pynod,cytoplasm
7418,ENSMUSG00000049717,Lig4,nucleus
7419,ENSMUSG00000049719,Prss46,integral membrane
7420,ENSMUSG00000049721,Gal3st1 Cst Gcst,integral membrane
7421,ENSMUSG00000049723,Mmp12 Mme Mmel,nucleus
7422,ENSMUSG00000049728,Znf668 Zfp668,nucleus
7423,ENSMUSG00000049734,Trex1,nucleus
7424,ENSMUSG00000049739,Zfp646,nucleus
7425,ENSMUSG00000049744,Arhgap15,cytoplasm
7426,ENSMUSG00000049755,Znf672 Zfp672,nucleus
7427,ENSMUSG00000049761,Pmis2,integral membrane
7428,ENSMUSG00000049775,Tmsb4x Ptmb4 Tmsb4,nucleus
7429,ENSMUSG00000049791,Fzd4,integral membrane
7430,ENSMUSG00000049792,Bag5,nucleus
7431,ENSMUSG00000049796,Crh Gm1347,cytoplasm
7432,ENSMUSG00000049799,Lrrc19,integral membrane
7433,ENSMUSG00000049800,Sertad2 Kiaa0127 MNCb-1504,nucleus
7434,ENSMUSG00000049843,Olfr1102 Mor179-4,integral membrane
7435,ENSMUSG00000049866,Arl4c Arl7,cytoplasm
7436,ENSMUSG00000049871,Nlrc3,cytoplasm
7437,ENSMUSG00000049882,Vcpkmt Gm71 Mettl21d,cytoplasm
7438,ENSMUSG00000049892,Rasd1 Dexras1,nucleus
7439,ENSMUSG00000049904,Tmem17,integral membrane
7440,ENSMUSG00000049908,Gja8,integral membrane
7441,ENSMUSG00000049922,Slc35c1 Fuct1,integral membrane
7442,ENSMUSG00000049928,Glp2r,integral membrane
7443,ENSMUSG00000049932,H2ax H2a.x H2afx Hist5-2ax,nucleus
7444,ENSMUSG00000049940,Pgrmc2,integral membrane
7445,ENSMUSG00000049972,Skint9,integral membrane
7446,ENSMUSG00000049988,Lrrc25 Mapa,integral membrane
7447,ENSMUSG00000050010,Shisa3,integral membrane
7448,ENSMUSG00000050017,Pitpnb,cytoplasm
7449,ENSMUSG00000050029,Rap2c,cytoplasm
7450,ENSMUSG00000050043,Tmx2 Txndc14,integral membrane
7451,ENSMUSG00000050052,Tdrp,nucleus
7452,ENSMUSG00000050058,Prm3,nucleus
7453,ENSMUSG00000050071,Bex1 Rex3,nucleus
7454,ENSMUSG00000050075,Gpr171,integral membrane
7455,ENSMUSG00000050079,Rspry1 Kiaa1972,cytoplasm
7456,ENSMUSG00000050089,Akap4 Akap82 Fsc1,cytoplasm
7457,ENSMUSG00000050100,Hmx2 Nkx-5.2 Nkx5-2,nucleus
7458,ENSMUSG00000050103,Agmo Tmem195,integral membrane
7459,ENSMUSG00000050106,Tmc8 Ever2,cytoplasm
7460,ENSMUSG00000050121,Opalin Tmem10,integral membrane
7461,ENSMUSG00000050132,Sarm1 Kiaa0524,cytoplasm
7462,ENSMUSG00000050141,Fam205c,integral membrane
7463,ENSMUSG00000050144,Slc25a44,integral membrane
7464,ENSMUSG00000050148,Ubqln2 Plic2,nucleus
7465,ENSMUSG00000050195,Scd4,integral membrane
7466,ENSMUSG00000050197,Rhox13,nucleus
7467,ENSMUSG00000050201,Otop2,integral membrane
7468,ENSMUSG00000050211,Pla2g4e,cytoplasm
7469,ENSMUSG00000050212,Eva1b Fam176b,integral membrane
7470,ENSMUSG00000050213,Snip1,nucleus
7471,ENSMUSG00000050217,Lgsn Gluld1 Lgs,cytoplasm
7472,ENSMUSG00000050229,Pigm,integral membrane
7473,ENSMUSG00000050232,Cxcr3 Cmkar3,integral membrane
7474,ENSMUSG00000050234,Gja4 Cxn-37,integral membrane
7475,ENSMUSG00000050240,Hic2 Kiaa1020,nucleus
7476,ENSMUSG00000050248,Evc2 Lbn,integral membrane
7477,ENSMUSG00000050270,Tmem220,integral membrane
7478,ENSMUSG00000050271,Prag1 D8Ertd82e Nack Sgk223,nucleus
7479,ENSMUSG00000050276,Mrgprg Ebrt2 Gm1098 Mrgg,integral membrane
7480,ENSMUSG00000050288,Fzd2 Fzd10,integral membrane
7481,ENSMUSG00000050295,Foxc1 Fkh1 Fkhl7 Freac3 Mf1,nucleus
7482,ENSMUSG00000050315,Synpo2,nucleus
7483,ENSMUSG00000050323,Ndufaf6,nucleus
7484,ENSMUSG00000050328,Hoxc12 Hox-3.8 Hoxc-12,nucleus
7485,ENSMUSG00000050332,Amer1 Fam123b,cytoplasm
7486,ENSMUSG00000050359,Sprr1a,cytoplasm
7487,ENSMUSG00000050368,Hoxd10 Hox-4.5 Hoxd-10,nucleus
7488,ENSMUSG00000050370,Ch25h,integral membrane
7489,ENSMUSG00000050377,Il31ra Glmr,integral membrane
7490,ENSMUSG00000050394,Armcx6,integral membrane
7491,ENSMUSG00000050397,Foxl2 Pfrk,nucleus
7492,ENSMUSG00000050423,Ppp1r3g,cytoplasm
7493,ENSMUSG00000050425,Mrgprb2 Mrgb2,integral membrane
7494,ENSMUSG00000050440,Hamp Hamp1 Hepc Hepc1,nucleus
7495,ENSMUSG00000050447,Lypd6,cytoplasm
7496,ENSMUSG00000050468,Astl Sas1b,cytoplasm
7497,ENSMUSG00000050473,Slc35d3 Frcl1,integral membrane
7498,ENSMUSG00000050503,Fbxl22,nucleus
7499,ENSMUSG00000050511,Oprd1,integral membrane
7500,ENSMUSG00000050520,Cldn8,integral membrane
7501,ENSMUSG00000050549,Fam241a,integral membrane
7502,ENSMUSG00000050556,Kcnb1,integral membrane
7503,ENSMUSG00000050565,Tor1aip2 Ifrg15 Lull1,integral membrane
7504,ENSMUSG00000050565,Tor1aip2 Ifrg15,integral membrane
7505,ENSMUSG00000050567,Maml1 Kiaa0200,nucleus
7506,ENSMUSG00000050623,Catsperz Tex40,cytoplasm
7507,ENSMUSG00000050635,Sprr2f,nucleus
7508,ENSMUSG00000050663,Trhde,integral membrane
7509,ENSMUSG00000050666,Vstm4,integral membrane
7510,ENSMUSG00000050697,Prkaa1,nucleus
7511,ENSMUSG00000050700,Emilin3 Emilin5,cytoplasm
7512,ENSMUSG00000050737,Ptges Pges,integral membrane
7513,ENSMUSG00000050751,Pgbd5,nucleus
7514,ENSMUSG00000050777,Tmem37 Cacng5 Pr Pr1,integral membrane
7515,ENSMUSG00000050796,B3galt6,integral membrane
7516,ENSMUSG00000050799,H2bc1 Hist1h2ba Th2b,nucleus
7517,ENSMUSG00000050808,Muc15,integral membrane
7518,ENSMUSG00000050810,Oog3,cytoplasm
7519,ENSMUSG00000050812,Ecpas Ecm29 Kiaa0368,nucleus
7520,ENSMUSG00000050822,Slc29a4 Ent4,integral membrane
7521,ENSMUSG00000050824,Sstr5 Smstr5,cytoplasm
7522,ENSMUSG00000050840,Cdh20 Cdh7,integral membrane
7523,ENSMUSG00000050853,Olfr958 Mor224-9,integral membrane
7524,ENSMUSG00000050854,Tmem125,integral membrane
7525,ENSMUSG00000050866,Clrn3 Tmem12,integral membrane
7526,ENSMUSG00000050870,Mrgprb8 Mrgb8,integral membrane
7527,ENSMUSG00000050875,Minar2,integral membrane
7528,ENSMUSG00000050890,Pdik1l,nucleus
7529,ENSMUSG00000050912,Tmem123,integral membrane
7530,ENSMUSG00000050914,Ankrd37,nucleus
7531,ENSMUSG00000050917,Fgf4 Fgf-4 Kfgf,cytoplasm
7532,ENSMUSG00000050919,Znf366 Zfp366,nucleus
7533,ENSMUSG00000050947,Amigo1 Ali2 Amigo Kiaa1163,integral membrane
7534,ENSMUSG00000050953,Gja1 Cxn-43,integral membrane
7535,ENSMUSG00000050963,Kcns2,integral membrane
7536,ENSMUSG00000050966,Lin28a Lin28 Tex17,nucleus
7537,ENSMUSG00000050973,Gdpgp1,cytoplasm
7538,ENSMUSG00000051029,Serpinb1b,cytoplasm
7539,ENSMUSG00000051034,Zfp11 Krox-6.1a Krox-6.1b,nucleus
7540,ENSMUSG00000051056,Gja10,integral membrane
7541,ENSMUSG00000051067,Lingo3 Lrrn6b,integral membrane
7542,ENSMUSG00000051079,Rgs13,nucleus
7543,ENSMUSG00000051111,Sv2c Kiaa1054,integral membrane
7544,ENSMUSG00000051149,Adnp,nucleus
7545,ENSMUSG00000051153,Tas2r105 Tas2r5 Tas2r9,integral membrane
7546,ENSMUSG00000051154,Commd3 Bup,nucleus
7547,ENSMUSG00000051159,Cited1 Msg1,nucleus
7548,ENSMUSG00000051166,Eml5,cytoplasm
7549,ENSMUSG00000051177,Plcb1 Plcb,nucleus
7550,ENSMUSG00000051184,Znf524 Zfp524,nucleus
7551,ENSMUSG00000051185,Fam174a Tmem157,integral membrane
7552,ENSMUSG00000051207,Mrgprd Gm499 Mrgd,integral membrane
7553,ENSMUSG00000051209,Gpr119,integral membrane
7554,ENSMUSG00000051212,Gpr183 Ebi2,integral membrane
7555,ENSMUSG00000051223,Bzw1,cytoplasm
7556,ENSMUSG00000051224,Tceanc,nucleus
7557,ENSMUSG00000051225,Fam83a,cytoplasm
7558,ENSMUSG00000051232,Tmem199,integral membrane
7559,ENSMUSG00000051234,Rnf7 Rbx2 Sag,nucleus
7560,ENSMUSG00000051235,Gen1,nucleus
7561,ENSMUSG00000051238,Swsap1,nucleus
7562,ENSMUSG00000051243,Islr2 Kiaa1465 Linx,integral membrane
7563,ENSMUSG00000051251,Nhlh1 Hen1,nucleus
7564,ENSMUSG00000051256,Jagn1,integral membrane
7565,ENSMUSG00000051257,Trap1a P1a,nucleus
7566,ENSMUSG00000051276,Actrt2 Arpm2,cytoplasm
7567,ENSMUSG00000051278,Zgrf1,integral membrane
7568,ENSMUSG00000051285,Pcmtd1,cytoplasm
7569,ENSMUSG00000051306,Usp42,nucleus
7570,ENSMUSG00000051314,Ffar2 Gpr43 Lssig,integral membrane
7571,ENSMUSG00000051316,Taf7 Taf2f,nucleus
7572,ENSMUSG00000051331,Cacna1c Cach2 Cacn2 Cacnl1a1 Cchl1a1,integral membrane
7573,ENSMUSG00000051344,Plekhm3 Dapr,cytoplasm
7574,ENSMUSG00000051346,Spryd4,nucleus
7575,ENSMUSG00000051355,Commd1 Murr1,nucleus
7576,ENSMUSG00000051367,Six1,nucleus
7577,ENSMUSG00000051373,Plpp7 Net39 Ppapdc3,integral membrane
7578,ENSMUSG00000051378,Kif18b,nucleus
7579,ENSMUSG00000051390,Zbtb22 Bing1 Zfp297 Znf297,nucleus
7580,ENSMUSG00000051397,Tacstd2 Trop2,integral membrane
7581,ENSMUSG00000051431,Gpr87,integral membrane
7582,ENSMUSG00000051451,Crebzf Zf,nucleus
7583,ENSMUSG00000051452,Gm11437,integral membrane
7584,ENSMUSG00000051455,Meioc Gm1564,nucleus
7585,ENSMUSG00000051456,Hspb3,nucleus
7586,ENSMUSG00000051469,Znf24 Hmcns Zfp191 Zfp24,nucleus
7587,ENSMUSG00000051483,Cbr1 Cbr,nucleus
7588,ENSMUSG00000051490,Foxd4 Fkh2 Fkhl9 Freac5,nucleus
7589,ENSMUSG00000051495,Irf2bp2,nucleus
7590,ENSMUSG00000051497,Kcnj16,integral membrane
7591,ENSMUSG00000051499,Znf786 Zfp786,nucleus
7592,ENSMUSG00000051510,Mafg,nucleus
7593,ENSMUSG00000051527,Usp29,nucleus
7594,ENSMUSG00000051550,Znf579 Zfp579,nucleus
7595,ENSMUSG00000051579,Tceal8,nucleus
7596,ENSMUSG00000051586,Mical3 Kiaa0819 Kiaa1364,nucleus
7597,ENSMUSG00000051627,H1-4 H1f4 Hist1h1e,nucleus
7598,ENSMUSG00000051650,B3GNT2 B3gnt1 Beta3gnt,integral membrane
7599,ENSMUSG00000051652,Lrrc3,integral membrane
7600,ENSMUSG00000051674,Dcun1d4,nucleus
7601,ENSMUSG00000051675,Trim32,nucleus
7602,ENSMUSG00000051682,Treml4 TLT4 Treml3,integral membrane
7603,ENSMUSG00000051695,Pcbp1,nucleus
7604,ENSMUSG00000051703,Tmem198,integral membrane
7605,ENSMUSG00000051705,Senp8 Den1 Nedp1,nucleus
7606,ENSMUSG00000051730,Mettl5,nucleus
7607,ENSMUSG00000051768,Xrcc1 Xrcc-1,nucleus
7608,ENSMUSG00000051786,Tubgcp6 Kiaa1669,cytoplasm
7609,ENSMUSG00000051790,Nlgn2 Kiaa1366,cytoplasm
7610,ENSMUSG00000051855,Mest Peg1 121a,integral membrane
7611,ENSMUSG00000051860,Samd7,nucleus
7612,ENSMUSG00000051879,Krt71 K6irs1 Kb34 Krt2-6g Krt6g,cytoplasm
7613,ENSMUSG00000051896,Tex37 Tsc21,nucleus
7614,ENSMUSG00000051910,Sox6 Sox-6,nucleus
7615,ENSMUSG00000051917,Tas2r40 T2r33 Tas2r144 Tas2r44,integral membrane
7616,ENSMUSG00000051934,Spats2 Scr59,cytoplasm
7617,ENSMUSG00000051950,B3glct B3galtl Gm1057,integral membrane
7618,ENSMUSG00000051951,Xkr4 Xrg4,integral membrane
7619,ENSMUSG00000051956,Rnf133 Greul2,integral membrane
7620,ENSMUSG00000051965,Nanos2 Nos2,nucleus
7621,ENSMUSG00000051977,Prdm9 Hst1 Meisetz,nucleus
7622,ENSMUSG00000051980,Casr Gprc2a,nucleus
7623,ENSMUSG00000051985,Igfn1,nucleus
7624,ENSMUSG00000051989,Smim11a Fam165b Smim11,integral membrane
7625,ENSMUSG00000051998,Lax1 Lax,integral membrane
7626,ENSMUSG00000052040,Klf13 Bteb3 Fklf2,nucleus
7627,ENSMUSG00000052085,Dock8,cytoplasm
7628,ENSMUSG00000052087,Rgs14,nucleus
7629,ENSMUSG00000052102,Gnpda1 Gnpi,cytoplasm
7630,ENSMUSG00000052105,Mtcl1 Ccdc165 Kiaa0802 Soga2,cytoplasm
7631,ENSMUSG00000052133,Sema5b Kiaa1445 Semag SemG,integral membrane
7632,ENSMUSG00000052135,Foxo6,nucleus
7633,ENSMUSG00000052139,Babam2 Bre,nucleus
7634,ENSMUSG00000052142,Rasal3,cytoplasm
7635,ENSMUSG00000052151,Plpp2 Lpp2 Ppap2c,integral membrane
7636,ENSMUSG00000052155,Acvr2a Acvr2,cytoplasm
7637,ENSMUSG00000052160,Pld4,integral membrane
7638,ENSMUSG00000052212,Cd177,integral membrane
7639,ENSMUSG00000052270,Fpr2 Fpr-rs2,integral membrane
7640,ENSMUSG00000052271,Bhlha15 Bhlhb8 Mist1,nucleus
7641,ENSMUSG00000052293,Taf9 Taf2g,nucleus
7642,ENSMUSG00000052296,Ppp6r1 Kiaa1115 Pp6r1 Saps1,nucleus
7643,ENSMUSG00000052298,Cdc42se2,cytoplasm
7644,ENSMUSG00000052303,Mrgpra6 Mrga6,integral membrane
7645,ENSMUSG00000052310,Slc39a1 Zip1 Zirtl,integral membrane
7646,ENSMUSG00000052316,Lrrc15,integral membrane
7647,ENSMUSG00000052336,Cx3cr1,integral membrane
7648,ENSMUSG00000052353,Cemip Kiaa1199,nucleus
7649,ENSMUSG00000052363,Zdhhc19 Gm616,integral membrane
7650,ENSMUSG00000052369,Tmem106c D15Ertd405e,integral membrane
7651,ENSMUSG00000052384,Nrros Lrrc33,integral membrane
7652,ENSMUSG00000052395,Rft1,integral membrane
7653,ENSMUSG00000052396,Mogat2 Dgat2l5 Mgat1l,integral membrane
7654,ENSMUSG00000052397,Ezr Vil2,cytoplasm
7655,ENSMUSG00000052406,Rexo4 Gm111 Pmc2 Xpmc2h,nucleus
7656,ENSMUSG00000052423,B4galt3,integral membrane
7657,ENSMUSG00000052428,Tmco1,cytoplasm
7658,ENSMUSG00000052430,Bmpr1b Acvrlk6,integral membrane
7659,ENSMUSG00000052435,Cebpe Gm294,nucleus
7660,ENSMUSG00000052468,Pmp2,cytoplasm
7661,ENSMUSG00000052485,Tmem171 Gm905,integral membrane
7662,ENSMUSG00000052520,Cyp2j5,cytoplasm
7663,ENSMUSG00000052525,Spdya Spdy1,nucleus
7664,ENSMUSG00000052534,Pbx1 Pbx-1,nucleus
7665,ENSMUSG00000052539,Magi3 Kiaa1634,nucleus
7666,ENSMUSG00000052544,St6galnac3 Siat7c,integral membrane
7667,ENSMUSG00000052551,Adarb2 Adar3 Red2,cytoplasm
7668,ENSMUSG00000052557,Gan,cytoplasm
7669,ENSMUSG00000052565,H1-3 H1f3 Hist1h1d,nucleus
7670,ENSMUSG00000052566,Hook2,cytoplasm
7671,ENSMUSG00000052572,Dlg2 Dlgh2,nucleus
7672,ENSMUSG00000052581,Lrrtm4,integral membrane
7673,ENSMUSG00000052584,Serp2,integral membrane
7674,ENSMUSG00000052593,Adam17 Tace,cytoplasm
7675,ENSMUSG00000052595,A1cf Acf Asp,nucleus
7676,ENSMUSG00000052605,Isoc2b Isoc2,nucleus
7677,ENSMUSG00000052613,Pcdh15,integral membrane
7678,ENSMUSG00000052656,Rnf103 Zfp103,integral membrane
7679,ENSMUSG00000052675,Znf112 Zfp112,nucleus
7680,ENSMUSG00000052684,Jun,nucleus
7681,ENSMUSG00000052712,,integral membrane
7682,ENSMUSG00000052713,Znf608 Kiaa1281 Zfp608,nucleus
7683,ENSMUSG00000052748,Swt1,nucleus
7684,ENSMUSG00000052759,Gpr25 Gm1300,integral membrane
7685,ENSMUSG00000052776,Oas1a Oias1,nucleus
7686,ENSMUSG00000052833,Sae1 Aos1 Sua1 Ubl1a1 Uble1a,cytoplasm
7687,ENSMUSG00000052837,Junb Jun-b,nucleus
7688,ENSMUSG00000052852,Reep1 D6Ertd253e,integral membrane
7689,ENSMUSG00000052854,Nrk Nesk,cytoplasm
7690,ENSMUSG00000052889,Prkcb Pkcb Prkcb1,nucleus
7691,ENSMUSG00000052914,Cyp2j6,cytoplasm
7692,ENSMUSG00000052915,Msl1 Msl1l1,nucleus
7693,ENSMUSG00000052917,Senp7 Kiaa1707 Susp2,nucleus
7694,ENSMUSG00000052920,Prkg1 Prkg1b Prkgr1a Prkgr1b,cytoplasm
7695,ENSMUSG00000052921,Arhgef15 Kiaa0915,cytoplasm
7696,ENSMUSG00000052922,Bpi,cytoplasm
7697,ENSMUSG00000052942,Glis3,nucleus
7698,ENSMUSG00000052974,Cyp2f2 Cyp2f-2,cytoplasm
7699,ENSMUSG00000052997,Uba2 Sae2 Uble1b,cytoplasm
7700,ENSMUSG00000053025,Sv2b Kiaa0735,integral membrane
7701,ENSMUSG00000053030,Spink2,cytoplasm
7702,ENSMUSG00000053040,Aph1c,integral membrane
7703,ENSMUSG00000053044,Cd8b Cd8b1 Ly-3 Lyt-3 Lyt3,integral membrane
7704,ENSMUSG00000053046,Brsk2 Kiaa4256 Sada,nucleus
7705,ENSMUSG00000053070,Cfap300,cytoplasm
7706,ENSMUSG00000053093,Myh7,cytoplasm
7707,ENSMUSG00000053094,Tmem248,integral membrane
7708,ENSMUSG00000053101,Gpr141 Pgr13,integral membrane
7709,ENSMUSG00000053110,Yap1 Yap Yap65,nucleus
7710,ENSMUSG00000053111,Fank1,nucleus
7711,ENSMUSG00000053113,Socs3 Cis3 Cish3,cytoplasm
7712,ENSMUSG00000053128,Rnf26,integral membrane
7713,ENSMUSG00000053129,Gsx1 Gsh-1 Gsh1,nucleus
7714,ENSMUSG00000053134,Supt7l,nucleus
7715,ENSMUSG00000053137,Mapk11 Prkm11,nucleus
7716,ENSMUSG00000053153,Spag16 Pf20,nucleus
7717,ENSMUSG00000053158,Fes Fps,cytoplasm
7718,ENSMUSG00000053164,Gpr21,integral membrane
7719,ENSMUSG00000053166,Cdh22,integral membrane
7720,ENSMUSG00000053175,Bcl3,nucleus
7721,ENSMUSG00000053184,Spaca3 Lyc3 Lyzl3 Sllp1,integral membrane
7722,ENSMUSG00000053192,Mllt11 Af1q,cytoplasm
7723,ENSMUSG00000053198,Prx,nucleus
7724,ENSMUSG00000053205,Styx,nucleus
7725,ENSMUSG00000053211,Zfy1 Zfy-1,nucleus
7726,ENSMUSG00000053216,Btn2a2,integral membrane
7727,ENSMUSG00000053279,Aldh1a1 Ahd-2 Ahd2 Aldh1,nucleus
7728,ENSMUSG00000053287,Olfr1013 Mor213-2,integral membrane
7729,ENSMUSG00000053289,Ddx10,nucleus
7730,ENSMUSG00000053293,Pom121 Nup121,integral membrane
7731,ENSMUSG00000053310,Nrgn,nucleus
7732,ENSMUSG00000053317,Sec61b,integral membrane
7733,ENSMUSG00000053333,Dis3l2,cytoplasm
7734,ENSMUSG00000053338,Tarm1 Gm9904,integral membrane
7735,ENSMUSG00000053388,Trim50,cytoplasm
7736,ENSMUSG00000053389,Tas2r107 T2r4 T2r43,integral membrane
7737,ENSMUSG00000053411,Cbx7 D15Ertd417e,nucleus
7738,ENSMUSG00000053414,Hunk Makv,nucleus
7739,ENSMUSG00000053436,Mapk14 Crk1 Csbp1 Csbp2,nucleus
7740,ENSMUSG00000053453,Thoc7 Nif3l1bp1,nucleus
7741,ENSMUSG00000053460,Ggcx,integral membrane
7742,ENSMUSG00000053465,Hs6st3,integral membrane
7743,ENSMUSG00000053470,Kdm3a Jhdm2a Jmjd1a Kiaa0742,nucleus
7744,ENSMUSG00000053477,Tcf4 Itf2 Sef2,nucleus
7745,ENSMUSG00000053490,Trim60 2czf45 Rnf33,cytoplasm
7746,ENSMUSG00000053519,Kcnip1 Kchip1,cytoplasm
7747,ENSMUSG00000053552,Ebf4 Coe4,nucleus
7748,ENSMUSG00000053559,Smagp,integral membrane
7749,ENSMUSG00000053560,Ier2,nucleus
7750,ENSMUSG00000053565,Eif3k Eif3s12,nucleus
7751,ENSMUSG00000053581,Zfand2a Airap,nucleus
7752,ENSMUSG00000053593,Fate1 Fate,integral membrane
7753,ENSMUSG00000053617,Sh3pxd2a Fish Sh3md1 Tks5,cytoplasm
7754,ENSMUSG00000053644,Aldh7a1 Ald7a1,nucleus
7755,ENSMUSG00000053647,Gper1 Cmkrl2 Gper Gpr30,integral membrane
7756,ENSMUSG00000053654,Krt42 Ka22,cytoplasm
7757,ENSMUSG00000053675,Tgm5,cytoplasm
7758,ENSMUSG00000053693,Mast1 Kiaa0973 Sast,cytoplasm
7759,ENSMUSG00000053716,Dusp7,cytoplasm
7760,ENSMUSG00000053730,Tmem39b,integral membrane
7761,ENSMUSG00000053747,Sox14 Sox-14,nucleus
7762,ENSMUSG00000053754,Chd8 Kiaa1564,nucleus
7763,ENSMUSG00000053768,Chchd3 Mic19,nucleus
7764,ENSMUSG00000053801,Grwd1 A301,nucleus
7765,ENSMUSG00000053819,Camk2d Kiaa4163,nucleus
7766,ENSMUSG00000053838,Nudcd3 Kiaa1068,cytoplasm
7767,ENSMUSG00000053841,Txlna Txln,cytoplasm
7768,ENSMUSG00000053862,Slc51b Ostb,integral membrane
7769,ENSMUSG00000053870,Fpgt,cytoplasm
7770,ENSMUSG00000053886,Sh2d4a,cytoplasm
7771,ENSMUSG00000053914,Kdm4d Jhdm3d Jmjd2d,nucleus
7772,ENSMUSG00000053929,Cyhr1 Chrp Kiaa0496,cytoplasm
7773,ENSMUSG00000053950,Adnp2 Kiaa0863 Zfp508 Znf508,nucleus
7774,ENSMUSG00000053963,Stum,integral membrane
7775,ENSMUSG00000053977,Cd8a Lyt-2 Lyt2,integral membrane
7776,ENSMUSG00000053985,Zfp14 Kiaa1559 Krox-9 Zfp-14,nucleus
7777,ENSMUSG00000054003,Tdrd9,nucleus
7778,ENSMUSG00000054008,Ndst1,integral membrane
7779,ENSMUSG00000054013,Tmem179,integral membrane
7780,ENSMUSG00000054021,Sirt5 Sir2l5,nucleus
7781,ENSMUSG00000054034,Tceal5,nucleus
7782,ENSMUSG00000054051,Ercc6 Csb,nucleus
7783,ENSMUSG00000054065,Pkp3,nucleus
7784,ENSMUSG00000054079,Utp18 Wdr50,nucleus
7785,ENSMUSG00000054091,,integral membrane
7786,ENSMUSG00000054099,Slc25a40,integral membrane
7787,ENSMUSG00000054115,Skp2,nucleus
7788,ENSMUSG00000054134,Umodl1,integral membrane
7789,ENSMUSG00000054141,Olfr24 Mor132-1,integral membrane
7790,ENSMUSG00000054150,Syne3,integral membrane
7791,ENSMUSG00000054160,Nkx2-4 Nkx2d,nucleus
7792,ENSMUSG00000054196,Cthrc1,cytoplasm
7793,ENSMUSG00000054203,Ifi205a Ifi205,nucleus
7794,ENSMUSG00000054226,Tprkb,nucleus
7795,ENSMUSG00000054236,Olfr481 Mor204-2,integral membrane
7796,ENSMUSG00000054237,Fra10ac1,nucleus
7797,ENSMUSG00000054256,Msi1 Msi1h,nucleus
7798,ENSMUSG00000054263,Lifr,integral membrane
7799,ENSMUSG00000054272,Zscan4c Gm397,nucleus
7800,ENSMUSG00000054302,Eapp,nucleus
7801,ENSMUSG00000054360,Bsx,nucleus
7802,ENSMUSG00000054364,Rhob Arhb,nucleus
7803,ENSMUSG00000054383,Pnma1 Ma1,cytoplasm
7804,ENSMUSG00000054385,Ceacam2 Bgp2,integral membrane
7805,ENSMUSG00000054387,Mdm4 Mdmx,nucleus
7806,ENSMUSG00000054400,Cklf,integral membrane
7807,ENSMUSG00000054404,Slfn5,nucleus
7808,ENSMUSG00000054405,Dnajc8,nucleus
7809,ENSMUSG00000054408,Spcs3,integral membrane
7810,ENSMUSG00000054409,Tmem74,integral membrane
